t,x,y,r,θr
23.794,36.49,0.715,36.49,1.123
23.828,36.39,2.881,36.50,4.527
23.861,36.17,4.967,36.51,7.818
23.895,35.87,6.889,36.52,10.87
23.928,35.50,8.608,36.53,13.63
23.961,35.11,10.08,36.53,16.01
23.995,34.77,11.24,36.54,17.91
24.028,34.49,12.08,36.54,19.30
24.061,34.31,12.58,36.54,20.13
24.095,34.26,12.73,36.55,20.38
24.128,34.35,12.50,36.55,20.00
24.162,34.54,11.92,36.54,19.04
24.195,34.85,10.99,36.54,17.50
24.228,35.22,9.731,36.54,15.45
24.262,35.60,8.176,36.52,12.94
24.295,35.96,6.373,36.52,10.05
24.328,36.25,4.371,36.51,6.875
24.362,36.43,2.230,36.50,3.502
24.395,36.46,3.904E-2,36.46,6.135E-2
24.429,36.40,-2.105,36.46,-3.310
24.462,36.20,-4.237,36.44,-6.676
24.495,35.87,-6.188,36.40,-9.789
24.529,35.48,-7.949,36.36,-12.63
24.562,35.07,-9.464,36.33,-15.10
24.595,34.68,-10.70,36.30,-17.14
24.629,34.35,-11.63,36.27,-18.71
24.662,34.10,-12.25,36.24,-19.76
24.696,33.98,-12.55,36.23,-20.28
24.729,33.98,-12.54,36.22,-20.25
24.762,34.12,-12.21,36.24,-19.69
24.796,34.36,-11.56,36.25,-18.59
24.829,34.70,-10.62,36.29,-17.02
24.862,35.08,-9.394,36.32,-14.99
24.896,35.49,-7.899,36.35,-12.55
24.929,35.86,-6.170,36.39,-9.761
24.963,36.18,-4.262,36.43,-6.719
24.996,36.38,-2.194,36.45,-3.451
25.029,36.47,-6.721E-2,36.47,-0.106
25.063,36.42,2.054,36.48,3.228
25.096,36.26,4.146,36.49,6.524
25.129,35.98,6.109,36.49,9.637
25.163,35.64,7.893,36.50,12.49
25.196,35.27,9.435,36.51,14.98
25.230,34.91,10.70,36.51,17.04
25.263,34.60,11.64,36.51,18.60
25.296,34.40,12.25,36.51,19.61
25.330,34.30,12.52,36.51,20.05
25.363,34.34,12.44,36.52,19.91
25.396,34.50,11.99,36.52,19.16
25.430,34.77,11.19,36.52,17.84
25.463,35.11,10.07,36.52,16.00
25.496,35.48,8.634,36.52,13.68
25.530,35.85,6.941,36.52,10.96
25.563,36.16,5.027,36.51,7.915
25.597,36.39,2.958,36.51,4.648
25.630,36.47,0.787,36.48,1.236
25.663,36.46,-1.337,36.48,-2.099
25.697,36.29,-3.458,36.46,-5.443
25.730,36.01,-5.444,36.42,-8.597
25.763,35.65,-7.249,36.38,-11.49
25.797,35.25,-8.826,36.34,-14.06
25.830,34.85,-10.15,36.30,-16.23
25.864,34.51,-11.18,36.28,-17.95
25.897,34.25,-11.89,36.25,-19.15
25.930,34.09,-12.31,36.24,-19.85
25.964,34.05,-12.41,36.24,-20.03
25.997,34.13,-12.19,36.24,-19.66
26.030,34.34,-11.67,36.27,-18.78
26.064,34.64,-10.85,36.30,-17.40
26.097,35.00,-9.727,36.33,-15.53
26.131,35.39,-8.345,36.36,-13.27
26.164,35.76,-6.708,36.38,-10.62
26.197,36.10,-4.879,36.43,-7.696
26.231,36.35,-2.887,36.46,-4.542
